date,state,accum_cases,daily_cases,accum_deaths,daily_deaths
2020-05-05,Mississippi,8207,330,342,32
2020-05-06,Mississippi,8424,217,374,32
2020-05-07,Mississippi,8686,262,396,22
2020-05-08,Mississippi,9090,404,409,13
2020-05-09,Mississippi,9378,288,421,12
2020-05-10,Mississippi,9501,123,430,9
2020-05-11,Mississippi,9674,173,435,5
2020-05-12,Mississippi,9908,234,457,22
2020-05-13,Mississippi,10090,182,465,8
2020-05-14,Mississippi,10483,393,480,15
2020-05-15,Mississippi,10801,318,493,13
2020-05-16,Mississippi,11123,322,510,17
2020-05-17,Mississippi,11296,173,521,11
2020-05-18,Mississippi,11432,136,528,7
2020-05-19,Mississippi,11704,272,554,26
2020-05-20,Mississippi,11967,263,570,16
2020-05-21,Mississippi,12222,255,580,10
2020-05-22,Mississippi,12624,402,596,16
2020-05-23,Mississippi,13005,381,616,20
2020-05-24,Mississippi,13252,247,625,9
2020-05-25,Mississippi,13458,206,635,10
2020-05-26,Mississippi,13731,273,652,17
2020-05-27,Mississippi,14044,313,670,18
2020-05-28,Mississippi,14372,328,693,23
2020-05-29,Mississippi,14790,418,710,17
2020-05-30,Mississippi,15229,439,723,13
2020-05-31,Mississippi,15501,272,734,11
2020-06-01,Mississippi,15752,251,739,5
2020-06-02,Mississippi,16020,268,767,28
2020-06-03,Mississippi,16322,302,782,15
2020-06-04,Mississippi,16560,238,794,12
2020-06-05,Mississippi,16769,209,803,9
2020-06-06,Mississippi,17034,265,811,8
2020-06-07,Mississippi,17270,236,817,6
2020-06-08,Mississippi,17768,498,837,20
2020-06-09,Mississippi,18109,341,847,10
2020-06-10,Mississippi,18483,374,868,21
2020-06-11,Mississippi,18483,0,868,0
2020-06-12,Mississippi,19091,608,881,13
2020-06-13,Mississippi,19348,257,889,8
2020-06-14,Mississippi,19516,168,891,2
2020-06-15,Mississippi,19799,283,895,4
2020-06-16,Mississippi,20152,353,915,20
2020-06-17,Mississippi,20641,489,938,23
2020-06-18,Mississippi,21022,381,943,5
2020-06-19,Mississippi,21022,0,943,0
2020-06-20,Mississippi,21022,0,943,0
2020-06-21,Mississippi,21022,0,943,0
2020-06-22,Mississippi,22287,1265,978,35
2020-06-23,Mississippi,22898,611,989,11
2020-06-24,Mississippi,23424,526,1011,22
2020-06-25,Mississippi,24516,1092,1016,5
2020-06-26,Mississippi,25066,550,1022,6
2020-06-27,Mississippi,25531,465,1035,13
2020-06-28,Mississippi,25899,368,1039,4
2020-06-29,Mississippi,26568,669,1059,20
2020-06-30,Mississippi,27248,680,1073,14
2020-07-01,Mississippi,27900,652,1082,9
2020-07-02,Mississippi,28770,870,1092,10
2020-07-03,Mississippi,29684,914,1103,11
2020-07-04,Mississippi,30674,990,1107,4
2020-07-05,Mississippi,30900,226,1111,4
2020-07-06,Mississippi,31257,357,1114,3
2020-07-07,Mississippi,32214,957,1158,44
2020-07-08,Mississippi,32888,674,1188,30
2020-07-09,Mississippi,33591,703,1204,16
2020-07-10,Mississippi,34622,1031,1215,11
2020-07-11,Mississippi,35419,797,1230,15
2020-07-12,Mississippi,36287,868,1249,19
2020-07-13,Mississippi,36680,393,1250,1
2020-07-14,Mississippi,37542,862,1272,22
2020-07-15,Mississippi,38567,1025,1290,18
2020-07-16,Mississippi,39797,1230,1308,18
2020-07-17,Mississippi,40829,1032,1332,24
2020-07-18,Mississippi,41846,1017,1346,14
2020-07-19,Mississippi,42638,792,1355,9
2020-07-20,Mississippi,43889,1251,1358,3
2020-07-21,Mississippi,45524,1635,1389,31
2020-07-22,Mississippi,47071,1547,1423,34
2020-07-23,Mississippi,48053,982,1436,13
2020-07-24,Mississippi,49663,1610,1463,27
2020-03-07,Missouri,1,1,0,0
2020-03-08,Missouri,1,0,0,0
2020-03-09,Missouri,1,0,0,0
2020-03-10,Missouri,1,0,0,0
2020-03-11,Missouri,1,0,0,0
2020-03-12,Missouri,2,1,0,0
2020-03-13,Missouri,4,2,0,0
2020-03-14,Missouri,5,1,0,0
2020-03-15,Missouri,5,0,0,0
2020-03-16,Missouri,9,4,0,0
2020-03-17,Missouri,16,7,0,0
2020-03-18,Missouri,21,5,1,1
2020-03-19,Missouri,35,14,1,0
2020-03-20,Missouri,73,38,3,2
2020-03-21,Missouri,93,20,3,0
2020-03-22,Missouri,130,37,3,0
2020-03-23,Missouri,183,53,4,1
2020-03-24,Missouri,255,72,5,1
2020-03-25,Missouri,384,129,8,3
2020-03-26,Missouri,508,124,8,0
2020-03-27,Missouri,670,162,9,1
2020-03-28,Missouri,837,167,11,2
2020-03-29,Missouri,902,65,12,1
2020-03-30,Missouri,1049,147,13,1
2020-03-31,Missouri,1350,301,15,2
2020-04-01,Missouri,1580,230,21,6
2020-04-02,Missouri,1834,254,28,7
2020-04-03,Missouri,2113,279,36,8
2020-04-04,Missouri,2291,178,44,8
2020-04-05,Missouri,2367,76,52,8
2020-04-06,Missouri,2722,355,56,4
2020-04-07,Missouri,3037,315,80,24
2020-04-08,Missouri,3327,290,86,6
2020-04-09,Missouri,3539,212,94,8
2020-04-10,Missouri,3799,260,105,11
2020-04-11,Missouri,4024,225,116,11
2020-04-12,Missouri,4160,136,116,0
2020-04-13,Missouri,4388,228,136,20
2020-04-14,Missouri,4686,298,151,15
2020-04-15,Missouri,4895,209,164,13
2020-04-16,Missouri,5111,216,170,6
2020-04-17,Missouri,5283,172,184,14
2020-04-18,Missouri,5517,234,194,10
2020-04-19,Missouri,5667,150,196,2
2020-04-20,Missouri,5807,140,201,5
2020-04-21,Missouri,5941,134,221,20
2020-04-22,Missouri,6137,196,236,15
2020-04-23,Missouri,6321,184,248,12
2020-04-24,Missouri,6625,304,267,19
2020-04-25,Missouri,6826,201,280,13
2020-04-26,Missouri,6997,171,282,2
2020-04-27,Missouri,7171,174,296,14
2020-04-28,Missouri,7306,135,324,28
2020-04-29,Missouri,7426,120,331,7
2020-04-30,Missouri,7563,137,341,10
2020-05-01,Missouri,7840,277,355,14
2020-05-02,Missouri,8154,314,373,18
2020-05-03,Missouri,8454,300,378,5
2020-05-04,Missouri,8776,322,387,9
2020-05-05,Missouri,8919,143,408,21
2020-05-06,Missouri,9164,245,429,21
2020-05-07,Missouri,9409,245,449,20
2020-05-08,Missouri,9573,164,481,32
2020-05-09,Missouri,9737,164,492,11
2020-05-10,Missouri,9906,169,502,10
2020-05-11,Missouri,10025,119,512,10
2020-05-12,Missouri,10124,99,528,16
2020-05-13,Missouri,10369,245,548,20
2020-05-14,Missouri,10490,121,564,16
2020-05-15,Missouri,10567,77,579,15
2020-05-16,Missouri,10794,227,593,14
2020-05-17,Missouri,11069,275,601,8
2020-05-18,Missouri,11225,156,609,8
2020-05-19,Missouri,11369,144,631,22
2020-05-20,Missouri,11510,141,643,12
2020-05-21,Missouri,11657,147,670,27
2020-05-22,Missouri,11797,140,680,10
2020-05-23,Missouri,11922,125,685,5
2020-05-24,Missouri,12114,192,689,4
2020-05-25,Missouri,12296,182,694,5
2020-05-26,Missouri,12437,141,698,4
2020-05-27,Missouri,12624,187,705,7
2020-05-28,Missouri,12815,191,715,10
2020-05-29,Missouri,12949,134,740,25
2020-05-30,Missouri,13118,169,782,42
2020-05-31,Missouri,13297,179,784,2
2020-06-01,Missouri,13523,226,786,2
2020-06-02,Missouri,13822,299,797,11
2020-06-03,Missouri,14020,198,801,4
2020-06-04,Missouri,14286,266,806,5
2020-06-05,Missouri,14515,229,816,10
2020-06-06,Missouri,14659,144,823,7
2020-06-07,Missouri,14985,326,823,0
2020-06-08,Missouri,15159,174,832,9
2020-06-09,Missouri,15396,237,854,22
2020-06-10,Missouri,15662,266,861,7
2020-06-11,Missouri,15924,262,873,12
2020-06-12,Missouri,16111,187,884,11
2020-06-13,Missouri,16327,216,890,6
2020-06-14,Missouri,16384,57,890,0
2020-06-15,Missouri,16712,328,895,5
2020-06-16,Missouri,16930,218,903,8
2020-06-17,Missouri,17151,221,924,21
2020-06-18,Missouri,17488,337,963,39
2020-06-19,Missouri,17780,292,973,10
2020-06-20,Missouri,18155,375,975,2
2020-06-21,Missouri,18552,397,975,0
2020-06-22,Missouri,18733,181,980,5
2020-06-23,Missouri,19148,415,993,13
2020-06-24,Missouri,19478,330,1001,8
2020-06-25,Missouri,20076,598,1006,5
2020-06-26,Missouri,20567,491,1019,13
2020-06-27,Missouri,20909,342,1021,2
2020-06-28,Missouri,21254,345,1023,2
2020-06-29,Missouri,21748,494,1026,3
2020-06-30,Missouri,22275,527,1037,11
2020-07-01,Missouri,22595,320,1049,12
2020-07-02,Missouri,23085,490,1056,7
2020-07-03,Missouri,23620,535,1060,4
2020-07-04,Missouri,24061,441,1062,2
2020-07-05,Missouri,24334,273,1062,0
2020-07-06,Missouri,24850,516,1068,6
2020-07-07,Missouri,25566,716,1083,15
2020-07-08,Missouri,26343,777,1089,6
2020-07-09,Missouri,27301,958,1095,6
2020-07-10,Missouri,28060,759,1107,12
2020-07-11,Missouri,28649,589,1112,5
2020-07-12,Missouri,29173,524,1113,1
2020-07-13,Missouri,29781,608,1126,13
2020-07-14,Missouri,30817,1036,1136,10
2020-07-15,Missouri,31737,920,1141,5
2020-07-16,Missouri,32596,859,1145,4
2020-07-17,Missouri,33536,940,1151,6
2020-07-18,Missouri,34363,827,1158,7
2020-07-19,Missouri,35154,791,1158,0
2020-07-20,Missouri,36044,890,1164,6
2020-07-21,Missouri,37248,1204,1175,11
2020-07-22,Missouri,38454,1206,1196,21
2020-07-23,Missouri,39923,1469,1212,16
2020-07-24,Missouri,41224,1301,1221,9
2020-03-13,Montana,4,4,0,0
2020-03-14,Montana,6,2,0,0
2020-03-15,Montana,6,0,0,0
2020-03-16,Montana,8,2,0,0
2020-03-17,Montana,8,0,0,0
2020-03-18,Montana,12,4,0,0
2020-03-19,Montana,19,7,0,0
2020-03-20,Montana,19,0,0,0
2020-03-21,Montana,29,10,0,0
2020-03-22,Montana,34,5,0,0
2020-03-23,Montana,45,11,0,0
2020-03-24,Montana,51,6,0,0
2020-03-25,Montana,65,14,0,0
2020-03-26,Montana,90,25,0,0
2020-03-27,Montana,121,31,1,1
2020-03-28,Montana,147,26,1,0
2020-03-29,Montana,161,14,1,0
2020-03-30,Montana,177,16,4,3
2020-03-31,Montana,198,21,5,1
2020-04-01,Montana,219,21,5,0
2020-04-02,Montana,241,22,5,0
2020-04-03,Montana,262,21,5,0
2020-04-04,Montana,281,19,6,1
2020-04-05,Montana,298,17,6,0
2020-04-06,Montana,319,21,6,0
2020-04-07,Montana,319,0,6,0
2020-04-08,Montana,332,13,6,0
2020-04-09,Montana,354,22,6,0
2020-04-10,Montana,365,11,6,0
2020-04-11,Montana,377,12,6,0
2020-04-12,Montana,387,10,6,0
2020-04-13,Montana,394,7,7,1
2020-04-14,Montana,399,5,7,0
2020-04-15,Montana,404,5,7,0
2020-04-16,Montana,415,11,7,0
2020-04-17,Montana,422,7,8,1
2020-04-18,Montana,426,4,10,2
2020-04-19,Montana,433,7,10,0
2020-04-20,Montana,433,0,12,2
2020-04-21,Montana,437,4,12,0
2020-04-22,Montana,439,2,14,2
2020-04-23,Montana,442,3,14,0
2020-04-24,Montana,444,2,14,0
2020-04-25,Montana,445,1,14,0
2020-04-26,Montana,448,3,14,0
2020-04-27,Montana,449,1,14,0
2020-04-28,Montana,451,2,15,1
2020-04-29,Montana,451,0,16,1
2020-04-30,Montana,452,1,16,0
2020-05-01,Montana,452,0,16,0
2020-05-02,Montana,454,2,16,0
2020-05-03,Montana,454,0,16,0
2020-05-04,Montana,456,2,16,0
2020-05-05,Montana,456,0,16,0
2020-05-06,Montana,456,0,16,0
2020-05-07,Montana,456,0,16,0
2020-05-08,Montana,458,2,16,0
2020-05-09,Montana,458,0,16,0
2020-05-10,Montana,458,0,16,0
2020-05-11,Montana,459,1,16,0
2020-05-12,Montana,461,2,16,0
2020-05-13,Montana,462,1,16,0
2020-05-14,Montana,462,0,16,0
2020-05-15,Montana,466,4,16,0
2020-05-16,Montana,468,2,16,0
2020-05-17,Montana,468,0,16,0
2020-05-18,Montana,470,2,16,0
2020-05-19,Montana,471,1,16,0
2020-05-20,Montana,478,7,16,0
2020-05-21,Montana,479,1,16,0
2020-05-22,Montana,479,0,16,0
2020-05-23,Montana,479,0,16,0
2020-05-24,Montana,479,0,16,0
2020-05-25,Montana,479,0,16,0
2020-05-26,Montana,479,0,17,1
2020-05-27,Montana,481,2,17,0
2020-05-28,Montana,485,4,17,0
2020-05-29,Montana,493,8,17,0
2020-05-30,Montana,505,12,17,0
2020-05-31,Montana,515,10,17,0
2020-06-01,Montana,519,4,17,0
2020-06-02,Montana,523,4,17,0
2020-06-03,Montana,525,2,17,0
2020-06-04,Montana,537,12,17,0
2020-06-05,Montana,539,2,18,1
2020-06-06,Montana,540,1,18,0
2020-06-07,Montana,545,5,18,0
2020-06-08,Montana,548,3,18,0
2020-06-09,Montana,554,6,18,0
2020-06-10,Montana,561,7,18,0
2020-06-11,Montana,563,2,18,0
2020-06-12,Montana,573,10,18,0
2020-06-13,Montana,588,15,18,0
2020-06-14,Montana,601,13,19,1
2020-06-15,Montana,609,8,19,0
2020-06-16,Montana,614,5,19,0
2020-06-17,Montana,630,16,20,1
2020-06-18,Montana,655,25,20,0
2020-06-19,Montana,666,11,20,0
2020-06-20,Montana,698,32,20,0
2020-06-21,Montana,717,19,20,0
2020-06-22,Montana,734,17,21,1
2020-06-23,Montana,743,9,21,0
2020-06-24,Montana,766,23,21,0
2020-06-25,Montana,803,37,21,0
2020-06-26,Montana,829,26,22,1
2020-06-27,Montana,852,23,22,0
2020-06-28,Montana,863,11,22,0
2020-06-29,Montana,919,56,22,0
2020-06-30,Montana,967,48,22,0
2020-07-01,Montana,1016,49,22,0
2020-07-02,Montana,1083,67,22,0
2020-07-03,Montana,1128,45,23,1
2020-07-04,Montana,1167,39,23,0
2020-07-05,Montana,1212,45,23,0
2020-07-06,Montana,1249,37,23,0
2020-07-07,Montana,1327,78,23,0
2020-07-08,Montana,1371,44,23,0
2020-07-09,Montana,1466,95,25,2
2020-07-10,Montana,1593,127,28,3
2020-07-11,Montana,1677,84,29,1
2020-07-12,Montana,1758,81,29,0
2020-07-13,Montana,1908,150,32,3
2020-07-14,Montana,2038,130,34,2
2020-07-15,Montana,2149,111,34,0
2020-07-16,Montana,2265,116,35,1
2020-07-17,Montana,2383,118,37,2
2020-07-18,Montana,2471,88,37,0
2020-07-19,Montana,2533,62,37,0
2020-07-20,Montana,2640,107,39,2
2020-07-21,Montana,2741,101,40,1
2020-07-22,Montana,2840,99,42,2
2020-07-23,Montana,2924,84,43,1
2020-07-24,Montana,3113,189,46,3
2020-02-17,Nebraska,10,10,0,0
2020-02-18,Nebraska,10,0,0,0
2020-02-19,Nebraska,10,0,0,0
2020-02-20,Nebraska,11,1,0,0
2020-02-21,Nebraska,11,0,0,0
2020-02-22,Nebraska,11,0,0,0
2020-02-23,Nebraska,11,0,0,0
2020-02-24,Nebraska,12,1,0,0
2020-02-25,Nebraska,13,1,0,0
2020-02-26,Nebraska,13,0,0,0
2020-02-27,Nebraska,13,0,0,0
2020-02-28,Nebraska,13,0,0,0
2020-02-29,Nebraska,13,0,0,0
2020-03-01,Nebraska,13,0,0,0
2020-03-02,Nebraska,13,0,0,0
2020-03-03,Nebraska,13,0,0,0
2020-03-04,Nebraska,13,0,0,0
2020-03-05,Nebraska,13,0,0,0
2020-03-06,Nebraska,14,1,0,0
2020-03-07,Nebraska,14,0,0,0
2020-03-08,Nebraska,16,2,0,0
2020-03-09,Nebraska,16,0,0,0
2020-03-10,Nebraska,17,1,0,0
2020-03-11,Nebraska,23,6,0,0
2020-03-12,Nebraska,24,1,0,0
2020-03-13,Nebraska,27,3,0,0
2020-03-14,Nebraska,29,2,0,0
2020-03-15,Nebraska,31,2,0,0
2020-03-16,Nebraska,33,2,0,0
2020-03-17,Nebraska,36,3,0,0
2020-03-18,Nebraska,43,7,0,0
2020-03-19,Nebraska,47,4,0,0
2020-03-20,Nebraska,53,6,0,0
2020-03-21,Nebraska,61,8,0,0
2020-03-22,Nebraska,62,1,0,0
2020-03-23,Nebraska,73,11,0,0
2020-03-24,Nebraska,77,4,0,0
2020-03-25,Nebraska,84,7,0,0
2020-03-26,Nebraska,91,7,0,0
2020-03-27,Nebraska,102,11,2,2
2020-03-28,Nebraska,122,20,2,0
2020-03-29,Nebraska,138,16,2,0
2020-03-30,Nebraska,185,47,3,1
2020-03-31,Nebraska,199,14,4,1
2020-04-01,Nebraska,249,50,5,1
2020-04-02,Nebraska,273,24,6,1
2020-04-03,Nebraska,297,24,6,0
2020-04-04,Nebraska,339,42,8,2
2020-04-05,Nebraska,377,38,8,0
2020-04-06,Nebraska,438,61,10,2
2020-04-07,Nebraska,491,53,12,2
2020-04-08,Nebraska,538,47,14,2
2020-04-09,Nebraska,594,56,15,1
2020-04-10,Nebraska,678,84,18,3
2020-04-11,Nebraska,718,40,18,0
2020-04-12,Nebraska,805,87,18,0
2020-04-13,Nebraska,870,65,19,1
2020-04-14,Nebraska,930,60,21,2
2020-04-15,Nebraska,994,64,22,1
2020-04-16,Nebraska,1094,100,24,2
2020-04-17,Nebraska,1216,122,24,0
2020-04-18,Nebraska,1348,132,28,4
2020-04-19,Nebraska,1473,125,28,0
2020-04-20,Nebraska,1646,173,33,5
2020-04-21,Nebraska,1726,80,38,5
2020-04-22,Nebraska,1826,100,42,4
2020-04-23,Nebraska,2190,364,46,4
2020-04-24,Nebraska,2474,284,50,4
2020-04-25,Nebraska,2898,424,52,2
2020-04-26,Nebraska,3126,228,54,2
2020-04-27,Nebraska,3487,361,54,0
2020-04-28,Nebraska,3613,126,56,2
2020-04-29,Nebraska,3876,263,67,11
2020-04-30,Nebraska,4332,456,70,3
2020-05-01,Nebraska,4838,506,72,2
2020-05-02,Nebraska,5332,494,75,3
2020-05-03,Nebraska,5686,354,77,2
2020-05-04,Nebraska,6123,437,78,1
2020-05-05,Nebraska,6442,319,81,3
2020-05-06,Nebraska,6771,329,85,4
2020-05-07,Nebraska,7190,419,91,6
2020-05-08,Nebraska,7830,640,92,1
2020-05-09,Nebraska,8233,403,95,3
2020-05-10,Nebraska,8328,95,97,2
2020-05-11,Nebraska,8575,247,99,2
2020-05-12,Nebraska,8732,157,102,3
2020-05-13,Nebraska,9072,340,106,4
2020-05-14,Nebraska,9411,339,117,11
2020-05-15,Nebraska,9766,355,122,5
2020-05-16,Nebraska,10220,454,129,7
2020-05-17,Nebraska,10348,128,129,0
2020-05-18,Nebraska,10625,277,132,3
2020-05-19,Nebraska,10846,221,136,4
2020-05-20,Nebraska,11119,273,141,5
2020-05-21,Nebraska,11423,304,148,7
2020-05-22,Nebraska,11661,238,149,1
2020-05-23,Nebraska,11988,327,150,1
2020-05-24,Nebraska,12133,145,153,3
2020-05-25,Nebraska,12354,221,155,2
2020-05-26,Nebraska,12618,264,160,5
2020-05-27,Nebraska,12975,357,168,8
2020-05-28,Nebraska,13260,285,170,2
2020-05-29,Nebraska,13654,394,177,7
2020-05-30,Nebraska,13905,251,177,0
2020-05-31,Nebraska,14101,196,178,1
2020-06-01,Nebraska,14345,244,183,5
2020-06-02,Nebraska,14611,266,187,4
2020-06-03,Nebraska,14866,255,189,2
2020-06-04,Nebraska,15117,251,193,4
2020-06-05,Nebraska,15379,262,193,0
2020-06-06,Nebraska,15543,164,196,3
2020-06-07,Nebraska,15634,91,196,0
2020-06-08,Nebraska,15752,118,196,0
2020-06-09,Nebraska,15888,136,199,3
2020-06-10,Nebraska,16025,137,209,10
2020-06-11,Nebraska,16315,290,217,8
2020-06-12,Nebraska,16513,198,221,4
2020-06-13,Nebraska,16634,121,221,0
2020-06-14,Nebraska,16735,101,221,0
2020-06-15,Nebraska,16860,125,226,5
2020-06-16,Nebraska,17031,171,236,10
2020-06-17,Nebraska,17226,195,239,3
2020-06-18,Nebraska,17415,189,244,5
2020-06-19,Nebraska,17591,176,249,5
2020-06-20,Nebraska,17707,116,249,0
2020-06-21,Nebraska,17810,103,252,3
2020-06-22,Nebraska,17957,147,255,3
2020-06-23,Nebraska,18091,134,262,7
2020-06-24,Nebraska,18220,129,263,1
2020-06-25,Nebraska,18346,126,266,3
2020-06-26,Nebraska,18524,178,270,4
2020-06-27,Nebraska,18775,251,271,1
2020-06-28,Nebraska,18900,125,271,0
2020-06-29,Nebraska,19064,164,273,2
2020-06-30,Nebraska,19194,130,279,6
2020-07-01,Nebraska,19325,131,282,3
2020-07-02,Nebraska,19476,151,284,2
2020-07-03,Nebraska,19660,184,285,1
2020-07-04,Nebraska,19826,166,285,0
2020-07-05,Nebraska,19937,111,285,0
2020-07-06,Nebraska,20052,115,286,1
2020-07-07,Nebraska,20205,153,287,1
2020-07-08,Nebraska,20437,232,291,4
2020-07-09,Nebraska,20658,221,294,3
2020-07-10,Nebraska,20834,176,294,0
2020-07-11,Nebraska,21035,201,296,2
2020-07-12,Nebraska,21214,179,296,0
2020-07-13,Nebraska,21444,230,298,2
2020-07-14,Nebraska,21717,273,299,1
2020-07-15,Nebraska,21979,262,302,3
2020-07-16,Nebraska,22178,199,307,5
2020-07-17,Nebraska,22361,183,308,1
2020-07-18,Nebraska,22545,184,308,0
2020-07-19,Nebraska,22637,92,308,0
2020-07-20,Nebraska,22847,210,313,5
2020-07-21,Nebraska,23190,343,313,0
2020-07-22,Nebraska,23486,296,314,1
2020-07-23,Nebraska,23818,332,318,4
2020-07-24,Nebraska,24174,356,322,4
2020-03-05,Nevada,2,2,0,0
2020-03-06,Nevada,2,0,0,0
2020-03-07,Nevada,2,0,0,0
2020-03-08,Nevada,4,2,0,0
2020-03-09,Nevada,4,0,0,0
2020-03-10,Nevada,4,0,0,0
2020-03-11,Nevada,7,3,0,0
2020-03-12,Nevada,11,4,0,0
2020-03-13,Nevada,19,8,0,0
2020-03-14,Nevada,21,2,0,0
2020-03-15,Nevada,26,5,0,0
2020-03-16,Nevada,45,19,1,1
2020-03-17,Nevada,55,10,1,0
2020-03-18,Nevada,82,27,1,0
2020-03-19,Nevada,99,17,1,0
2020-03-20,Nevada,165,66,2,1
2020-03-21,Nevada,165,0,2,0
2020-03-22,Nevada,190,25,2,0
2020-03-23,Nevada,265,75,4,2
2020-03-24,Nevada,315,50,6,2
2020-03-25,Nevada,405,90,10,4
2020-03-26,Nevada,535,130,10,0
2020-03-27,Nevada,621,86,10,0
2020-03-28,Nevada,738,117,14,4
2020-03-29,Nevada,920,182,15,1
2020-03-30,Nevada,1044,124,18,3
2020-03-31,Nevada,1113,69,26,8
2020-04-01,Nevada,1279,166,32,6
2020-04-02,Nevada,1458,179,38,6
2020-04-03,Nevada,1549,91,43,5
2020-04-04,Nevada,1758,209,46,3
2020-04-05,Nevada,1880,122,46,0
2020-04-06,Nevada,1971,91,58,12
2020-04-07,Nevada,2101,130,60,2
2020-04-08,Nevada,2318,217,80,20
2020-04-09,Nevada,2456,138,82,2
2020-04-10,Nevada,2606,150,86,4
2020-04-11,Nevada,2720,114,111,25
2020-04-12,Nevada,2860,140,113,2
2020-04-13,Nevada,3036,176,114,1
2020-04-14,Nevada,3137,101,130,16
2020-04-15,Nevada,3212,75,137,7
2020-04-16,Nevada,3321,109,142,5
2020-04-17,Nevada,3524,203,151,9
2020-04-18,Nevada,3626,102,155,4
2020-04-19,Nevada,3710,84,158,3
2020-04-20,Nevada,3830,120,163,5
2020-04-21,Nevada,3937,107,163,0
2020-04-22,Nevada,4081,144,187,24
2020-04-23,Nevada,4208,127,195,8
2020-04-24,Nevada,4398,190,203,8
2020-04-25,Nevada,4539,141,206,3
2020-04-26,Nevada,4638,99,206,0
2020-04-27,Nevada,4708,70,219,13
2020-04-28,Nevada,4812,104,225,6
2020-04-29,Nevada,4934,122,237,12
2020-04-30,Nevada,5053,119,243,6
2020-05-01,Nevada,5249,196,254,11
2020-05-02,Nevada,5390,141,257,3
2020-05-03,Nevada,5473,83,262,5
2020-05-04,Nevada,5627,154,266,4
2020-05-05,Nevada,5665,38,276,10
2020-05-06,Nevada,5744,79,286,10
2020-05-07,Nevada,5858,114,293,7
2020-05-08,Nevada,5942,84,301,8
2020-05-09,Nevada,6046,104,306,5
2020-05-10,Nevada,6120,74,306,0
2020-05-11,Nevada,6152,32,312,6
2020-05-12,Nevada,6311,159,321,9
2020-05-13,Nevada,6482,171,331,10
2020-05-14,Nevada,6604,122,339,8
2020-05-15,Nevada,6733,129,345,6
2020-05-16,Nevada,6810,77,349,4
2020-05-17,Nevada,6935,125,350,1
2020-05-18,Nevada,7059,124,364,14
2020-05-19,Nevada,7169,110,373,9
2020-05-20,Nevada,7301,132,378,5
2020-05-21,Nevada,7404,103,381,3
2020-05-22,Nevada,7531,127,387,6
2020-05-23,Nevada,7769,238,392,5
2020-05-24,Nevada,7886,117,394,2
2020-05-25,Nevada,7959,73,396,2
2020-05-26,Nevada,8059,100,396,0
2020-05-27,Nevada,8150,91,402,6
2020-05-28,Nevada,8247,97,410,8
2020-05-29,Nevada,8375,128,415,5
2020-05-30,Nevada,8519,144,417,2
2020-05-31,Nevada,8628,109,419,2
2020-06-01,Nevada,8701,73,420,1
2020-06-02,Nevada,8858,157,420,0
2020-06-03,Nevada,8950,92,429,9
2020-06-04,Nevada,9118,168,429,0
2020-06-05,Nevada,9306,188,436,7
2020-06-06,Nevada,9494,188,437,1
2020-06-07,Nevada,9673,179,438,1
2020-06-08,Nevada,9815,142,442,4
2020-06-09,Nevada,10046,231,445,3
2020-06-10,Nevada,10216,170,449,4
2020-06-11,Nevada,10464,248,460,11
2020-06-12,Nevada,10704,240,462,2
2020-06-13,Nevada,10992,288,463,1
2020-06-14,Nevada,11199,207,464,1
2020-06-15,Nevada,11316,117,466,2
2020-06-16,Nevada,11673,357,467,1
2020-06-17,Nevada,11852,179,473,6
2020-06-18,Nevada,12164,312,475,2
2020-06-19,Nevada,12525,361,479,4
2020-06-20,Nevada,12977,452,486,7
2020-06-21,Nevada,13236,259,487,1
2020-06-22,Nevada,13575,339,490,3
2020-06-23,Nevada,14058,483,492,2
2020-06-24,Nevada,14460,402,494,2
2020-06-25,Nevada,14911,451,495,1
2020-06-26,Nevada,15359,448,498,3
2020-06-27,Nevada,16400,1041,500,2
2020-06-28,Nevada,17187,787,500,0
2020-06-29,Nevada,17971,784,505,5
2020-06-30,Nevada,18582,611,507,2
2020-07-01,Nevada,19151,569,512,5
2020-07-02,Nevada,19871,720,525,13
2020-07-03,Nevada,20878,1007,530,5
2020-07-04,Nevada,21671,793,530,0
2020-07-05,Nevada,22518,847,537,7
2020-07-06,Nevada,22930,412,537,0
2020-07-07,Nevada,23848,918,549,12
2020-07-08,Nevada,24378,530,556,7
2020-07-09,Nevada,25055,677,574,18
2020-07-10,Nevada,25961,906,581,7
2020-07-11,Nevada,26912,951,592,11
2020-07-12,Nevada,27745,833,593,1
2020-07-13,Nevada,28597,852,596,3
2020-07-14,Nevada,29669,1072,613,17
2020-07-15,Nevada,30587,918,619,6
2020-07-16,Nevada,32024,1437,627,8
2020-07-17,Nevada,33372,1348,638,11
2020-07-18,Nevada,34606,1234,647,9
2020-07-19,Nevada,35826,1220,648,1
2020-07-20,Nevada,36805,979,650,2
2020-07-21,Nevada,37605,800,680,30
2020-07-22,Nevada,38759,1154,705,25
2020-07-23,Nevada,40088,1329,709,4
2020-07-24,Nevada,41013,925,722,13
2020-03-02,New Hampshire,1,1,0,0
2020-03-03,New Hampshire,2,1,0,0
2020-03-04,New Hampshire,2,0,0,0
2020-03-05,New Hampshire,2,0,0,0
2020-03-06,New Hampshire,2,0,0,0
2020-03-07,New Hampshire,4,2,0,0
2020-03-08,New Hampshire,4,0,0,0
2020-03-09,New Hampshire,4,0,0,0
2020-03-10,New Hampshire,5,1,0,0
